loan_identifier,debt_to_income_dti,borrower_credit_scoreat_origination
2.74E+11,8,800
2.74E+11,16,807
2.75E+11,8,753
2.75E+11,12,800
2.75E+11,7,798
2.75E+11,17,813
2.76E+11,13,796
2.76E+11,13,751
2.76E+11,17,781
2.76E+11,15,770
2.76E+11,10,822
2.76E+11,15,759
2.76E+11,18,765
2.76E+11,9,809
2.76E+11,18,772
2.77E+11,15,802
2.77E+11,13,808
2.77E+11,15,802
2.77E+11,19,792
2.77E+11,9,831
2.77E+11,19,773
2.77E+11,19,801
2.78E+11,20,782
2.78E+11,20,780
2.78E+11,19,755
2.78E+11,20,806
2.78E+11,18,811
2.78E+11,15,767
2.78E+11,9,794
2.78E+11,20,807
2.78E+11,20,799
2.79E+11,20,769
2.79E+11,17,808
2.79E+11,6,779
2.79E+11,16,812
2.79E+11,12,761
2.79E+11,14,798
2.79E+11,7,750
2.79E+11,14,808
2.79E+11,17,796
2.80E+11,14,783
2.80E+11,20,781
2.80E+11,16,790
2.80E+11,12,802
2.80E+11,15,799
2.80E+11,20,777
2.81E+11,16,770
2.81E+11,18,801
2.81E+11,20,791
2.81E+11,19,792
2.81E+11,20,795
2.81E+11,14,806
2.81E+11,10,785
2.81E+11,16,778
2.81E+11,16,793
2.82E+11,16,811
2.82E+11,18,760
2.82E+11,20,751
2.82E+11,16,796
2.82E+11,13,803
2.82E+11,18,807
2.83E+11,17,790
2.83E+11,16,813
2.83E+11,20,796
2.83E+11,19,772
2.83E+11,9,785
2.83E+11,14,755
2.83E+11,19,783
2.83E+11,11,812
2.83E+11,3,781
2.83E+11,20,791
2.83E+11,3,760
2.84E+11,17,779
2.84E+11,17,768
2.84E+11,14,792
2.84E+11,15,759
2.84E+11,13,811
2.84E+11,18,796
2.84E+11,17,789
2.84E+11,20,767
2.84E+11,10,797
2.84E+11,20,788
2.85E+11,12,767
2.85E+11,15,754
2.85E+11,16,798
2.85E+11,15,779
2.85E+11,12,806
2.86E+11,20,817
2.86E+11,13,784
2.86E+11,10,763
2.86E+11,7,762
2.86E+11,18,775
2.86E+11,20,786
2.87E+11,14,753
2.87E+11,19,813
2.87E+11,18,786
2.87E+11,20,769
2.87E+11,14,793
2.88E+11,18,792
2.88E+11,11,750
2.88E+11,19,762
2.88E+11,9,791
2.88E+11,20,766
2.88E+11,17,802
2.88E+11,7,751
2.88E+11,11,816
2.89E+11,20,800
2.89E+11,8,800
2.89E+11,14,755
2.89E+11,20,756
2.90E+11,19,784
2.90E+11,15,791
2.90E+11,13,786
2.90E+11,20,779
2.90E+11,11,812
2.90E+11,20,800
2.90E+11,16,755
2.90E+11,16,793
2.90E+11,17,804
2.90E+11,17,794
2.90E+11,19,758
2.90E+11,12,769
2.90E+11,14,800
2.91E+11,16,765
2.91E+11,10,784
2.91E+11,16,788
2.91E+11,19,796
2.91E+11,18,778
2.91E+11,19,785
2.91E+11,20,778
2.91E+11,14,801
2.91E+11,20,810
2.91E+11,19,796
2.91E+11,15,767
2.91E+11,14,768
2.92E+11,18,750
2.92E+11,12,767
2.92E+11,5,812
2.92E+11,19,809
2.92E+11,15,807
2.92E+11,16,798
2.92E+11,20,795
2.92E+11,16,767
2.93E+11,11,777
2.93E+11,19,763
2.93E+11,17,802
2.93E+11,13,758
2.93E+11,12,755
2.93E+11,3,809
2.93E+11,18,799
2.94E+11,18,802
2.94E+11,17,758
2.94E+11,16,797
2.94E+11,14,814
2.94E+11,18,761
2.95E+11,9,778
2.95E+11,15,772
2.95E+11,19,784
2.95E+11,16,771
2.95E+11,11,798
2.95E+11,16,785
2.95E+11,18,802
2.96E+11,19,799
2.96E+11,17,772
2.96E+11,12,795
2.96E+11,9,788
2.96E+11,6,809
2.96E+11,19,770
2.96E+11,18,765
2.96E+11,15,753
2.97E+11,20,796
2.97E+11,17,779
2.98E+11,17,770
2.98E+11,12,781
2.98E+11,14,800
2.98E+11,18,774
2.98E+11,20,766
2.99E+11,14,799
2.99E+11,16,793
2.99E+11,17,792
2.99E+11,18,785
2.99E+11,20,784
2.99E+11,17,808
2.99E+11,18,810
3.00E+11,19,754
3.00E+11,17,786
3.00E+11,17,809
3.00E+11,20,769
3.00E+11,9,800
3.00E+11,8,801
3.00E+11,20,767
3.00E+11,19,795
3.00E+11,14,813
3.00E+11,7,802
3.00E+11,20,775
3.00E+11,13,804
3.01E+11,17,754
3.01E+11,19,805
3.01E+11,20,762
3.01E+11,19,801
3.01E+11,19,797
3.01E+11,12,778
3.01E+11,8,766
3.01E+11,17,777
3.02E+11,18,780
3.02E+11,20,784
3.02E+11,16,775
3.02E+11,8,813
3.02E+11,16,751
3.02E+11,18,754
3.02E+11,12,782
3.02E+11,19,759
3.02E+11,5,800
3.02E+11,19,786
3.02E+11,20,819
3.02E+11,18,806
3.02E+11,17,808
3.03E+11,20,784
3.03E+11,15,810
3.03E+11,14,765
3.03E+11,18,792
3.03E+11,9,816
3.03E+11,14,778
3.03E+11,17,794
3.03E+11,20,767
3.03E+11,15,780
3.03E+11,16,791
3.04E+11,20,765
3.04E+11,16,776
3.04E+11,20,765
3.04E+11,17,795
3.04E+11,16,816
3.04E+11,20,799
3.04E+11,13,782
3.04E+11,18,818
3.04E+11,14,790
3.04E+11,4,799
3.04E+11,11,773
3.05E+11,20,778
3.05E+11,10,761
3.05E+11,18,753
3.05E+11,20,796
3.05E+11,19,758
3.05E+11,18,801
3.05E+11,10,805
3.05E+11,13,804
3.05E+11,19,801
3.06E+11,16,772
3.06E+11,15,806
3.06E+11,16,784
3.06E+11,16,804
3.06E+11,15,787
3.06E+11,17,802
3.07E+11,7,801
3.07E+11,16,807
3.07E+11,12,796
3.07E+11,16,806
3.07E+11,19,790
3.07E+11,18,812
3.07E+11,18,796
3.07E+11,15,774
3.07E+11,19,774
3.07E+11,17,814
3.07E+11,13,787
3.07E+11,19,803
3.07E+11,19,808
3.08E+11,15,809
3.08E+11,18,792
3.08E+11,19,785
3.08E+11,18,794
3.08E+11,20,780
3.08E+11,19,763
3.08E+11,11,787
3.08E+11,16,797
3.08E+11,16,787
3.08E+11,15,813
3.09E+11,15,775
3.09E+11,13,758
3.09E+11,20,758
3.09E+11,9,764
3.10E+11,15,755
3.10E+11,8,762
3.10E+11,20,810
3.10E+11,15,788
3.10E+11,12,802
3.10E+11,20,806
3.10E+11,8,796
3.10E+11,10,787
3.10E+11,15,797
3.11E+11,17,817
3.11E+11,13,775
3.11E+11,19,771
3.11E+11,20,799
3.11E+11,19,763
3.11E+11,12,787
3.11E+11,16,816
3.11E+11,16,807
3.12E+11,12,807
3.12E+11,18,801
3.13E+11,18,789
3.13E+11,15,810
3.13E+11,15,801
3.13E+11,19,761
3.13E+11,15,752
3.14E+11,16,806
3.14E+11,8,794
3.14E+11,14,753
3.14E+11,3,794
3.14E+11,16,766
3.14E+11,17,804
3.14E+11,19,772
3.14E+11,16,817
3.14E+11,9,805
3.14E+11,12,790
3.14E+11,20,792
3.14E+11,20,767
3.15E+11,14,766
3.15E+11,19,814
3.15E+11,17,801
3.15E+11,16,759
3.15E+11,13,787
3.15E+11,17,789
3.16E+11,19,786
3.16E+11,11,796
3.16E+11,19,805
3.16E+11,17,811
3.16E+11,20,760
3.16E+11,19,799
3.17E+11,15,800
3.17E+11,8,800
3.17E+11,11,789
3.17E+11,17,816
3.18E+11,19,769
3.18E+11,12,816
3.18E+11,9,758
3.18E+11,15,774
3.18E+11,18,790
3.18E+11,10,776
3.19E+11,11,754
3.19E+11,7,767
3.19E+11,16,752
3.19E+11,16,808
3.19E+11,10,798
3.19E+11,15,795
3.19E+11,10,797
3.19E+11,9,762
3.20E+11,6,786
3.20E+11,5,778
3.20E+11,10,750
3.20E+11,5,757
3.21E+11,18,794
3.21E+11,18,768
3.21E+11,16,798
3.21E+11,11,809
3.22E+11,20,772
3.22E+11,19,790
3.22E+11,16,809
3.22E+11,14,814
3.22E+11,10,804
3.22E+11,20,764
3.22E+11,17,766
3.22E+11,19,809
3.22E+11,20,752
3.23E+11,5,793
3.23E+11,8,818
3.23E+11,14,765
3.23E+11,18,775
3.24E+11,8,796
3.24E+11,10,809
3.24E+11,9,807
3.24E+11,18,809
3.24E+11,19,789
3.24E+11,14,801
3.25E+11,15,796
3.25E+11,16,799
3.25E+11,15,754
3.25E+11,16,795
3.25E+11,9,812
3.25E+11,10,773
3.25E+11,17,791
3.25E+11,9,799
3.25E+11,12,799
3.26E+11,16,784
3.26E+11,16,793
3.26E+11,20,773
3.26E+11,12,771
3.26E+11,19,783
3.26E+11,12,805
3.26E+11,11,787
3.26E+11,14,788
3.26E+11,5,793
3.26E+11,18,799
3.26E+11,13,753
3.27E+11,13,802
3.27E+11,10,810
3.27E+11,11,773
3.27E+11,13,810
3.27E+11,12,772
3.27E+11,19,813
3.27E+11,20,768
3.27E+11,4,786
3.27E+11,17,794
3.28E+11,14,792
3.28E+11,16,783
3.28E+11,5,786
3.28E+11,18,759
3.29E+11,14,816
3.29E+11,19,804
3.29E+11,16,803
3.29E+11,15,791
3.29E+11,13,806
3.29E+11,18,781
3.29E+11,20,788
3.29E+11,13,805
3.30E+11,17,756
3.30E+11,17,795
3.30E+11,12,803
3.30E+11,13,792
3.30E+11,13,801
3.30E+11,17,772
3.30E+11,17,785
3.30E+11,20,781
3.30E+11,15,777
3.30E+11,20,792
3.31E+11,16,774
3.31E+11,19,774
3.31E+11,20,784
3.31E+11,18,755
3.31E+11,16,797
3.31E+11,14,791
3.31E+11,7,786
3.31E+11,18,763
3.31E+11,14,799
3.31E+11,20,796
3.31E+11,13,762
3.32E+11,20,813
3.32E+11,19,785
3.32E+11,14,798
3.32E+11,13,798
3.32E+11,20,810
3.33E+11,4,779
3.33E+11,16,784
3.33E+11,16,799
3.33E+11,16,782
3.34E+11,10,786
3.34E+11,17,774
3.34E+11,10,804
3.34E+11,13,809
3.34E+11,12,815
3.34E+11,16,811
3.34E+11,18,811
3.34E+11,16,783
3.35E+11,19,806
3.35E+11,11,778
3.35E+11,18,759
3.35E+11,15,810
3.35E+11,15,750
3.36E+11,13,773
3.36E+11,14,765
3.36E+11,11,802
3.36E+11,6,791
3.36E+11,14,810
3.36E+11,17,751
3.36E+11,12,791
3.37E+11,20,806
3.37E+11,12,767
3.37E+11,9,800
3.37E+11,13,803
3.37E+11,20,813
3.37E+11,13,785
3.37E+11,20,808
3.38E+11,11,771
3.38E+11,18,797
3.38E+11,14,769
3.38E+11,19,755
3.38E+11,17,809
3.38E+11,19,817
3.38E+11,18,754
3.38E+11,8,803
3.39E+11,15,788
3.39E+11,10,803
3.39E+11,15,803
3.40E+11,15,778
3.40E+11,5,790
3.40E+11,19,792
3.40E+11,20,771
3.40E+11,11,786
3.40E+11,13,796
3.40E+11,17,794
3.40E+11,8,797
3.40E+11,20,803
3.40E+11,13,792
3.40E+11,16,813
3.41E+11,19,812
3.41E+11,19,755
3.41E+11,7,809
3.41E+11,17,813
3.41E+11,19,790
3.41E+11,18,812
3.41E+11,17,774
3.41E+11,19,800
3.42E+11,15,779
3.42E+11,19,797
3.42E+11,20,809
3.42E+11,16,801
3.42E+11,16,770
3.42E+11,18,772
3.42E+11,18,785
3.42E+11,14,811
3.42E+11,14,796
3.43E+11,14,815
3.43E+11,7,783
3.43E+11,13,807
3.44E+11,16,769
3.44E+11,20,782
3.44E+11,8,810
3.44E+11,17,756
3.44E+11,9,782
3.44E+11,17,782
3.44E+11,19,760
3.44E+11,14,814
3.45E+11,19,809
3.45E+11,20,764
3.45E+11,15,786
3.45E+11,19,776
3.45E+11,18,789
3.45E+11,18,794
3.45E+11,20,795
3.45E+11,18,784
3.46E+11,14,776
3.46E+11,17,776
3.46E+11,19,754
3.46E+11,17,766
3.46E+11,19,766
3.46E+11,19,767
3.46E+11,13,780
3.47E+11,4,771
3.47E+11,19,755
3.47E+11,2,800
3.47E+11,17,790
3.47E+11,14,804
3.47E+11,19,802
3.47E+11,19,790
3.47E+11,16,795
3.48E+11,10,776
3.48E+11,19,777
3.48E+11,20,797
3.48E+11,20,802
3.48E+11,18,784
3.48E+11,12,761
3.48E+11,11,781
3.48E+11,19,772
3.48E+11,10,804
3.48E+11,17,812
3.48E+11,16,791
3.49E+11,10,782
3.49E+11,13,794
3.49E+11,18,759
3.50E+11,11,762
3.50E+11,20,797
3.50E+11,10,805
3.50E+11,17,811
3.50E+11,9,781
3.50E+11,12,795
3.50E+11,20,794
3.50E+11,19,752
3.50E+11,12,806
3.50E+11,18,759
3.50E+11,14,768
3.50E+11,18,762
3.51E+11,20,784
3.51E+11,19,802
3.51E+11,11,801
3.51E+11,20,771
3.51E+11,19,771
3.51E+11,12,798
3.51E+11,16,798
3.51E+11,20,798
3.51E+11,17,800
3.51E+11,19,771
3.51E+11,20,799
3.51E+11,19,765
3.52E+11,15,765
3.52E+11,14,802
3.52E+11,13,754
3.52E+11,11,793
3.52E+11,17,795
3.52E+11,19,759
3.52E+11,19,786
3.53E+11,17,772
3.53E+11,17,788
3.53E+11,12,808
3.53E+11,18,794
3.53E+11,15,765
3.53E+11,12,764
3.54E+11,16,799
3.54E+11,10,788
3.54E+11,20,752
3.54E+11,18,816
3.54E+11,7,780
3.54E+11,14,801
3.54E+11,18,791
3.54E+11,18,774
3.54E+11,19,774
3.55E+11,12,800
3.55E+11,14,785
3.55E+11,6,757
3.55E+11,6,766
3.56E+11,14,761
3.56E+11,18,807
3.56E+11,18,776
3.56E+11,20,773
3.56E+11,15,752
3.57E+11,20,778
3.57E+11,16,774
3.57E+11,15,776
3.57E+11,15,759
3.57E+11,9,788
3.57E+11,16,801
3.58E+11,18,774
3.58E+11,17,808
3.58E+11,18,754
3.58E+11,19,797
3.58E+11,14,801
3.58E+11,15,782
3.58E+11,17,799
3.59E+11,15,760
3.59E+11,18,797
3.59E+11,20,790
3.59E+11,13,762
3.59E+11,12,792
3.59E+11,11,783
3.60E+11,20,795
3.60E+11,8,810
3.60E+11,20,774
3.60E+11,13,804
3.60E+11,12,752
3.60E+11,20,800
3.60E+11,7,778
3.60E+11,9,750
3.60E+11,16,786
3.60E+11,12,788
3.60E+11,16,788
3.60E+11,17,808
3.61E+11,16,772
3.61E+11,12,773
3.61E+11,19,791
3.61E+11,10,791
3.61E+11,19,777
3.61E+11,10,806
3.61E+11,16,754
3.62E+11,10,790
3.62E+11,16,777
3.62E+11,20,751
3.62E+11,17,776
3.62E+11,14,801
3.62E+11,15,753
3.62E+11,20,772
3.62E+11,20,805
3.63E+11,6,752
3.63E+11,11,809
3.63E+11,11,785
3.63E+11,16,791
3.64E+11,17,778
3.64E+11,20,810
3.64E+11,2,805
3.65E+11,15,789
3.65E+11,11,814
3.65E+11,10,773
3.65E+11,18,787
3.65E+11,19,772
3.65E+11,20,791
3.66E+11,17,778
3.66E+11,20,783
3.66E+11,15,760
3.66E+11,16,806
3.66E+11,15,758
3.66E+11,15,784
3.66E+11,13,796
3.67E+11,7,801
3.67E+11,14,813
3.67E+11,17,789
3.67E+11,20,775
3.67E+11,16,796
3.67E+11,15,750
3.67E+11,12,809
3.67E+11,15,757
3.68E+11,8,802
3.68E+11,18,795
3.68E+11,15,766
3.68E+11,14,770
3.68E+11,14,751
3.68E+11,15,800
3.68E+11,20,784
3.68E+11,14,809
3.68E+11,20,801
3.68E+11,10,813
3.68E+11,20,804
3.68E+11,20,806
3.69E+11,15,755
3.69E+11,18,772
3.69E+11,14,803
3.69E+11,14,797
3.70E+11,7,804
3.70E+11,12,803
3.70E+11,14,813
3.70E+11,16,784
3.70E+11,15,814
3.70E+11,13,807
3.70E+11,20,794
3.71E+11,15,763
3.71E+11,15,799
3.71E+11,18,781
3.71E+11,18,795
3.71E+11,20,789
3.71E+11,19,788
3.71E+11,17,793
3.71E+11,14,807
3.72E+11,8,806
3.72E+11,12,798
3.72E+11,11,782
3.72E+11,19,774
3.72E+11,20,781
3.73E+11,19,806
3.73E+11,19,785
3.73E+11,15,794
3.73E+11,12,781
3.73E+11,18,751
3.73E+11,16,775
3.73E+11,17,805
3.73E+11,19,789
3.73E+11,19,795
3.73E+11,19,766
3.73E+11,16,789
3.73E+11,16,794
3.73E+11,15,816
3.73E+11,16,756
3.74E+11,5,788
3.74E+11,15,814
3.74E+11,18,783
3.74E+11,20,781
3.74E+11,15,809
3.74E+11,19,804
3.74E+11,11,791
3.74E+11,13,796
3.75E+11,16,772
3.75E+11,19,788
3.75E+11,18,801
3.75E+11,19,765
3.75E+11,18,762
3.75E+11,11,770
3.75E+11,16,806
3.75E+11,12,790
3.75E+11,19,787
3.75E+11,9,779
3.76E+11,19,775
3.76E+11,11,774
3.76E+11,8,772
3.76E+11,19,794
3.76E+11,7,798
3.76E+11,20,801
3.77E+11,8,796
3.77E+11,14,787
3.77E+11,9,789
3.77E+11,19,787
3.77E+11,19,807
3.78E+11,13,777
3.78E+11,12,790
3.78E+11,19,770
3.78E+11,10,763
3.78E+11,10,808
3.78E+11,13,769
3.78E+11,19,799
3.79E+11,9,816
3.79E+11,17,750
3.79E+11,16,796
3.79E+11,17,788
3.79E+11,11,786
3.79E+11,20,797
3.79E+11,20,763
3.79E+11,13,800
3.79E+11,18,804
3.79E+11,12,789
3.80E+11,20,777
3.80E+11,20,807
3.80E+11,16,789
3.80E+11,15,802
3.80E+11,18,799
3.80E+11,20,760
3.80E+11,18,788
3.80E+11,20,780
3.80E+11,12,762
3.81E+11,19,793
3.81E+11,18,796
3.81E+11,20,800
3.82E+11,18,808
3.82E+11,6,813
3.82E+11,20,759
3.82E+11,16,765
3.82E+11,19,779
3.82E+11,10,778
3.83E+11,12,750
3.83E+11,19,766
3.83E+11,18,809
3.83E+11,9,813
3.83E+11,19,792
3.83E+11,16,794
3.83E+11,17,762
3.83E+11,20,793
3.84E+11,17,806
3.84E+11,13,770
3.84E+11,16,813
3.84E+11,14,803
3.84E+11,9,783
3.84E+11,11,794
3.84E+11,17,817
3.84E+11,16,814
3.84E+11,13,776
3.84E+11,11,781
3.84E+11,16,784
3.85E+11,20,797
3.85E+11,8,780
3.85E+11,19,773
3.85E+11,19,782
3.85E+11,15,765
3.85E+11,10,796
3.85E+11,19,774
3.85E+11,17,818
3.85E+11,20,764
3.85E+11,20,779
3.86E+11,7,777
3.86E+11,14,802
3.86E+11,19,774
3.86E+11,13,751
3.86E+11,8,788
3.86E+11,12,799
3.86E+11,20,802
3.87E+11,16,804
3.87E+11,15,780
3.87E+11,5,796
3.87E+11,17,779
3.87E+11,9,804
3.87E+11,9,793
3.87E+11,19,788
3.87E+11,17,791
3.87E+11,18,767
3.88E+11,18,801
3.88E+11,20,768
3.88E+11,14,772
3.88E+11,16,786
3.88E+11,19,795
3.88E+11,16,816
3.88E+11,5,801
3.88E+11,15,793
3.89E+11,10,769
3.89E+11,15,792
3.89E+11,13,793
3.89E+11,12,817
3.89E+11,15,775
3.89E+11,15,791
3.89E+11,18,774
3.90E+11,17,781
3.90E+11,19,778
3.90E+11,15,788
3.90E+11,16,778
3.90E+11,18,815
3.91E+11,16,794
3.91E+11,19,813
3.91E+11,20,782
3.91E+11,20,812
3.91E+11,9,802
3.91E+11,18,800
3.91E+11,9,804
3.91E+11,12,811
3.91E+11,16,792
3.91E+11,6,803
3.91E+11,18,768
3.92E+11,15,801
3.92E+11,12,804
3.92E+11,14,799
3.92E+11,18,798
3.92E+11,13,764
3.92E+11,17,782
3.92E+11,16,775
3.92E+11,16,794
3.92E+11,16,764
3.92E+11,15,773
3.92E+11,20,794
3.92E+11,20,794
3.92E+11,12,769
3.93E+11,17,786
3.93E+11,16,769
3.93E+11,20,792
3.93E+11,14,756
3.93E+11,18,758
3.93E+11,9,807
3.93E+11,14,779
3.93E+11,12,804
3.93E+11,13,793
3.94E+11,15,798
3.94E+11,20,759
3.94E+11,10,814
3.94E+11,12,795
3.95E+11,11,782
3.95E+11,18,760
3.95E+11,10,812
3.96E+11,1,756
3.96E+11,19,775
3.96E+11,15,793
3.96E+11,16,779
3.96E+11,20,806
3.96E+11,12,760
3.96E+11,19,781
3.96E+11,5,770
3.96E+11,14,777
3.96E+11,20,792
3.96E+11,16,788
3.97E+11,10,758
3.97E+11,18,806
3.97E+11,18,784
3.97E+11,11,766
3.97E+11,17,804
3.98E+11,9,764
3.98E+11,17,813
3.98E+11,7,794
3.98E+11,9,792
3.98E+11,16,774
3.98E+11,11,805
3.98E+11,19,762
3.98E+11,19,791
3.98E+11,19,813
3.98E+11,9,818
3.98E+11,6,754
3.98E+11,20,779
3.99E+11,2,803
3.99E+11,16,771
3.99E+11,18,796
3.99E+11,16,790
3.99E+11,13,805
3.99E+11,8,795
3.99E+11,15,777
3.99E+11,15,816
3.99E+11,18,789
4.00E+11,20,762
4.00E+11,17,814
4.00E+11,20,764
4.00E+11,8,802
4.00E+11,13,781
4.00E+11,17,807
4.01E+11,4,755
4.01E+11,13,811
4.01E+11,18,809
4.01E+11,18,780
4.01E+11,8,808
4.02E+11,11,786
4.02E+11,18,786
4.02E+11,18,797
4.02E+11,8,777
4.02E+11,20,790
4.02E+11,13,798
4.03E+11,17,811
4.03E+11,18,773
4.03E+11,19,801
4.03E+11,20,769
4.03E+11,10,805
4.03E+11,10,790
4.03E+11,19,786
4.03E+11,7,809
4.03E+11,16,779
4.03E+11,20,808
4.04E+11,20,809
4.04E+11,17,806
4.04E+11,20,781
4.04E+11,7,810
4.04E+11,10,790
4.04E+11,14,825
4.04E+11,15,773
4.05E+11,19,773
4.05E+11,17,813
4.05E+11,19,779
4.05E+11,16,778
4.05E+11,19,791
4.05E+11,18,792
4.05E+11,16,797
4.05E+11,14,784
4.05E+11,10,788
4.06E+11,7,764
4.06E+11,18,783
4.07E+11,15,797
4.07E+11,10,784
4.07E+11,15,793
4.07E+11,16,817
4.07E+11,8,813
4.07E+11,14,779
4.07E+11,14,790
4.07E+11,20,750
4.07E+11,18,784
4.08E+11,4,788
4.08E+11,15,756
4.08E+11,15,767
4.08E+11,20,790
4.08E+11,17,790
4.09E+11,9,809
4.09E+11,19,814
4.09E+11,15,802
4.09E+11,19,811
4.09E+11,18,786
4.09E+11,16,773
4.09E+11,20,776
4.09E+11,20,808
4.09E+11,20,786
4.09E+11,14,791
4.10E+11,15,790
4.10E+11,19,801
4.10E+11,19,810
4.10E+11,16,792
4.10E+11,16,763
4.10E+11,15,774
4.10E+11,20,763
4.10E+11,18,780
4.11E+11,13,798
4.11E+11,15,766
4.11E+11,19,763
4.11E+11,20,776
4.11E+11,20,780
4.11E+11,19,795
4.11E+11,17,785
4.11E+11,18,777
4.12E+11,17,806
4.12E+11,8,781
4.12E+11,18,772
4.12E+11,20,753
4.12E+11,16,780
4.13E+11,10,779
4.13E+11,18,772
4.13E+11,19,799
4.13E+11,18,810
4.13E+11,16,755
4.13E+11,16,784
4.13E+11,16,759
4.13E+11,16,790
4.13E+11,20,786
4.13E+11,20,794
4.13E+11,17,777
4.13E+11,18,803
4.13E+11,15,752
4.13E+11,18,801
4.14E+11,20,823
4.14E+11,11,805
4.14E+11,16,789
4.14E+11,20,796
4.14E+11,15,772
4.14E+11,18,804
4.14E+11,14,774
4.14E+11,20,753
4.14E+11,19,776
4.14E+11,16,808
4.14E+11,14,796
4.14E+11,15,780
4.14E+11,12,785
4.14E+11,20,762
4.15E+11,13,803
4.15E+11,12,785
4.15E+11,17,765
4.15E+11,17,779
4.15E+11,20,797
4.15E+11,19,790
4.15E+11,17,798
4.15E+11,14,814
4.16E+11,8,787
4.16E+11,13,795
4.16E+11,17,780
4.16E+11,20,773
4.17E+11,17,785
4.17E+11,19,755
4.17E+11,18,766
4.18E+11,19,791
4.18E+11,17,782
4.18E+11,11,809
4.18E+11,12,772
4.19E+11,18,770
4.19E+11,16,798
4.19E+11,18,809
4.19E+11,20,760
4.19E+11,14,796
4.19E+11,15,809
4.19E+11,16,801
4.20E+11,16,779
4.20E+11,18,776
4.20E+11,19,799
4.20E+11,20,786
4.20E+11,20,787
4.20E+11,13,800
4.20E+11,20,813
4.20E+11,19,802
4.20E+11,20,759
4.20E+11,17,790
4.20E+11,8,790
4.21E+11,15,779
4.21E+11,19,785
4.21E+11,20,814
4.21E+11,20,788
4.21E+11,4,787
4.21E+11,8,797
4.22E+11,13,777
4.22E+11,20,811
4.22E+11,19,785
4.22E+11,5,766
4.23E+11,17,783
4.23E+11,20,790
4.23E+11,16,804
4.23E+11,9,798
4.23E+11,12,800
4.24E+11,18,784
4.24E+11,16,770
4.24E+11,20,787
4.24E+11,8,780
4.24E+11,19,777
4.24E+11,20,797
4.25E+11,9,798
4.25E+11,15,759
4.25E+11,19,791
4.25E+11,16,803
4.25E+11,16,818
4.25E+11,19,762
4.25E+11,15,791
4.25E+11,15,779
4.25E+11,12,760
4.25E+11,18,777
4.25E+11,16,797
4.25E+11,18,765
4.25E+11,16,791
4.26E+11,17,792
4.26E+11,8,812
4.26E+11,14,779
4.26E+11,15,791
4.26E+11,14,756
4.26E+11,16,790
4.26E+11,14,759
4.26E+11,17,791
4.26E+11,14,816
4.26E+11,19,788
4.26E+11,20,805
4.27E+11,20,757
4.27E+11,20,766
4.27E+11,14,771
4.27E+11,15,766
4.27E+11,18,783
4.27E+11,16,794
4.27E+11,16,781
4.27E+11,12,793
4.27E+11,17,775
4.27E+11,20,753
4.27E+11,15,778
4.27E+11,18,811
4.28E+11,20,784
4.28E+11,13,774
4.28E+11,16,801
4.28E+11,17,796
4.28E+11,19,802
4.28E+11,15,798
4.28E+11,20,750
4.28E+11,14,786
4.28E+11,11,804
4.28E+11,18,788
4.29E+11,12,777
4.29E+11,10,809
4.29E+11,18,764
4.29E+11,14,791
4.30E+11,17,796
4.30E+11,14,814
4.30E+11,14,800
4.30E+11,18,763
4.30E+11,20,813
4.31E+11,8,753
4.31E+11,19,772
4.31E+11,11,801
4.31E+11,13,765
4.31E+11,16,778
4.31E+11,14,777
4.32E+11,20,787
4.32E+11,10,762
4.32E+11,15,773
4.32E+11,15,799
4.32E+11,6,794
4.33E+11,18,770
4.33E+11,7,771
4.33E+11,19,772
4.33E+11,20,798
4.33E+11,18,791
4.33E+11,19,769
4.33E+11,13,768
4.33E+11,15,779
4.34E+11,13,801
4.34E+11,14,752
4.34E+11,5,778
4.34E+11,19,783
4.34E+11,15,808
4.34E+11,20,801
4.34E+11,16,807
4.34E+11,10,815
4.34E+11,14,808
4.34E+11,19,809
4.34E+11,19,808
4.35E+11,14,762
4.35E+11,14,816
4.35E+11,20,787
4.35E+11,17,810
4.35E+11,17,802
4.35E+11,18,768
4.36E+11,20,803
4.36E+11,18,789
4.36E+11,20,772
4.37E+11,11,752
4.37E+11,11,797
4.37E+11,17,804
4.37E+11,14,801
4.37E+11,16,807
4.37E+11,20,801
4.37E+11,14,783
4.37E+11,16,781
4.37E+11,12,798
4.37E+11,18,765
4.38E+11,20,785
4.38E+11,17,795
4.38E+11,7,792
4.38E+11,15,790
4.39E+11,13,754
4.39E+11,14,779
4.39E+11,14,766
4.39E+11,18,766
4.39E+11,14,817
4.39E+11,14,801
4.40E+11,13,753
4.40E+11,14,753
4.40E+11,19,797
4.40E+11,4,813
4.40E+11,14,820
4.40E+11,7,811
4.40E+11,18,809
4.40E+11,16,794
4.40E+11,8,786
4.40E+11,17,783
4.40E+11,16,788
4.41E+11,18,757
4.41E+11,16,784
4.41E+11,19,810
4.41E+11,13,785
4.41E+11,15,806
4.41E+11,10,791
4.41E+11,12,786
4.41E+11,10,782
4.41E+11,8,814
4.41E+11,5,766
4.41E+11,14,807
4.42E+11,20,813
4.42E+11,19,804
4.42E+11,19,796
4.42E+11,15,772
4.42E+11,20,756
4.42E+11,18,760
4.42E+11,18,801
4.42E+11,10,768
4.42E+11,14,750
4.42E+11,19,756
4.42E+11,7,816
4.42E+11,11,802
4.42E+11,19,777
4.42E+11,16,799
